dataset,system,case_id,fault_type,source_file,window_type,model,eval_windows,n_entities,n_steps,n_metrics,p95_latency_ms,mse,mae,capacity_cost,under_provision_rate,peak_miss
RCAEval,online_boutique,currencyservice_loss_1,loss,RE1-OB/currencyservice_loss/1/data.csv,normal,patchtst,256,13,721,8,2.423760009696707,0.007377722766250372,0.0711507722735405,0.1504063606262207,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_1,loss,RE1-OB/currencyservice_loss/1/data.csv,fault,patchtst,256,13,721,8,2.423760009696707,0.007377722766250372,0.0711507722735405,0.1504063606262207,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_4,loss,RE1-OB/currencyservice_loss/4/data.csv,normal,dlinear,256,10,721,8,0.11469500605016945,0.08683959394693375,0.2334284782409668,0.18325795233249664,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_4,loss,RE1-OB/currencyservice_loss/4/data.csv,fault,dlinear,256,10,721,8,0.11469500605016945,0.08683959394693375,0.2334284782409668,0.18325795233249664,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_4,loss,RE1-OB/currencyservice_loss/4/data.csv,normal,race_dlinear,256,10,721,8,0.2656800235854462,0.6649704575538635,0.723974883556366,0.22886256873607635,0.17887369791666666,0.17887369791666666
RCAEval,online_boutique,currencyservice_loss_4,loss,RE1-OB/currencyservice_loss/4/data.csv,fault,race_dlinear,256,10,721,8,0.2656800235854462,0.6649704575538635,0.723974883556366,0.22886256873607635,0.17887369791666666,0.17887369791666666
RCAEval,online_boutique,currencyservice_loss_4,loss,RE1-OB/currencyservice_loss/4/data.csv,normal,patchtst,256,10,721,8,2.931259968318045,0.004914231598377228,0.05124213919043541,0.15315870940685272,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_4,loss,RE1-OB/currencyservice_loss/4/data.csv,fault,patchtst,256,10,721,8,2.931259968318045,0.004914231598377228,0.05124213919043541,0.15315870940685272,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_3,loss,RE1-OB/currencyservice_loss/3/data.csv,normal,dlinear,256,14,721,8,0.3455449972534551,0.5930991768836975,0.5347527861595154,0.1832764893770218,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_3,loss,RE1-OB/currencyservice_loss/3/data.csv,fault,dlinear,256,14,721,8,0.3455449972534551,0.5930991768836975,0.5347527861595154,0.1832764893770218,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_3,loss,RE1-OB/currencyservice_loss/3/data.csv,normal,race_dlinear,256,14,721,8,1.894169996376148,0.8912243843078613,0.8209345936775208,0.1339210420846939,0.1181640625,0.1181640625
RCAEval,online_boutique,currencyservice_loss_3,loss,RE1-OB/currencyservice_loss/3/data.csv,fault,race_dlinear,256,14,721,8,1.894169996376148,0.8912243843078613,0.8209345936775208,0.1339210420846939,0.1181640625,0.1181640625
RCAEval,online_boutique,currencyservice_loss_3,loss,RE1-OB/currencyservice_loss/3/data.csv,normal,patchtst,256,14,721,8,1.6712649841792877,0.01122590247541666,0.08872056007385254,0.14819715917110443,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_3,loss,RE1-OB/currencyservice_loss/3/data.csv,fault,patchtst,256,14,721,8,1.6712649841792877,0.01122590247541666,0.08872056007385254,0.14819715917110443,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_2,loss,RE1-OB/currencyservice_loss/2/data.csv,normal,dlinear,256,13,721,8,0.08871498866938052,0.9084040522575378,0.5688499212265015,0.1528683751821518,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_2,loss,RE1-OB/currencyservice_loss/2/data.csv,fault,dlinear,256,13,721,8,0.08871498866938052,0.9084040522575378,0.5688499212265015,0.1528683751821518,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_2,loss,RE1-OB/currencyservice_loss/2/data.csv,normal,race_dlinear,256,13,721,8,1.5149749990087003,0.6731750965118408,0.6088398098945618,0.1507323831319809,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_2,loss,RE1-OB/currencyservice_loss/2/data.csv,fault,race_dlinear,256,13,721,8,1.5149749990087003,0.6731750965118408,0.6088398098945618,0.1507323831319809,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_2,loss,RE1-OB/currencyservice_loss/2/data.csv,normal,patchtst,256,13,721,8,4.338065016781911,0.004963281564414501,0.05566074326634407,0.15118764340877533,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_2,loss,RE1-OB/currencyservice_loss/2/data.csv,fault,patchtst,256,13,721,8,4.338065016781911,0.004963281564414501,0.05566074326634407,0.15118764340877533,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_5,loss,RE1-OB/currencyservice_loss/5/data.csv,normal,dlinear,256,15,721,8,0.9274450101656839,0.9373268485069275,0.7562997937202454,0.1713685840368271,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_5,loss,RE1-OB/currencyservice_loss/5/data.csv,fault,dlinear,256,15,721,8,0.9274450101656839,0.9373268485069275,0.7562997937202454,0.1713685840368271,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_5,loss,RE1-OB/currencyservice_loss/5/data.csv,normal,race_dlinear,256,15,721,8,3.034344996558499,0.18192361295223236,0.2956623136997223,0.13938729465007782,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_5,loss,RE1-OB/currencyservice_loss/5/data.csv,fault,race_dlinear,256,15,721,8,3.034344996558499,0.18192361295223236,0.2956623136997223,0.13938729465007782,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_5,loss,RE1-OB/currencyservice_loss/5/data.csv,normal,patchtst,256,15,721,8,2.00205500877928,0.009517335332930088,0.07900101691484451,0.14791324734687805,0.0,0.0
RCAEval,online_boutique,currencyservice_loss_5,loss,RE1-OB/currencyservice_loss/5/data.csv,fault,patchtst,256,15,721,8,2.00205500877928,0.009517335332930088,0.07900101691484451,0.14791324734687805,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_1,service,RE1-OB/checkoutservice_mem/1/data.csv,normal,dlinear,256,12,4201,8,0.08960002160165458,0.9138166904449463,0.827223002910614,0.15152180194854736,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_1,service,RE1-OB/checkoutservice_mem/1/data.csv,fault,dlinear,256,12,4201,8,0.08960002160165458,0.9138166904449463,0.827223002910614,0.15152180194854736,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_1,service,RE1-OB/checkoutservice_mem/1/data.csv,normal,race_dlinear,256,12,4201,8,1.1827399663161478,0.6391894817352295,0.6799013018608093,0.1572680026292801,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_1,service,RE1-OB/checkoutservice_mem/1/data.csv,fault,race_dlinear,256,12,4201,8,1.1827399663161478,0.6391894817352295,0.6799013018608093,0.1572680026292801,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_1,service,RE1-OB/checkoutservice_mem/1/data.csv,normal,patchtst,256,12,4201,8,2.867229981347918,0.016346339136362076,0.10096761584281921,0.14897389709949493,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_1,service,RE1-OB/checkoutservice_mem/1/data.csv,fault,patchtst,256,12,4201,8,2.867229981347918,0.016346339136362076,0.10096761584281921,0.14897389709949493,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_4,service,RE1-OB/checkoutservice_mem/4/data.csv,normal,dlinear,256,8,4201,8,0.12180998164694753,0.7806758284568787,0.695931613445282,0.14063799381256104,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_4,service,RE1-OB/checkoutservice_mem/4/data.csv,fault,dlinear,256,8,4201,8,0.12180998164694753,0.7806758284568787,0.695931613445282,0.14063799381256104,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_4,service,RE1-OB/checkoutservice_mem/4/data.csv,normal,race_dlinear,256,8,4201,8,2.5528650119667846,0.7093269228935242,0.5970962643623352,0.15749207139015198,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_4,service,RE1-OB/checkoutservice_mem/4/data.csv,fault,race_dlinear,256,8,4201,8,2.5528650119667846,0.7093269228935242,0.5970962643623352,0.15749207139015198,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_4,service,RE1-OB/checkoutservice_mem/4/data.csv,normal,patchtst,256,8,4201,8,65.70510499004732,0.004750064108520746,0.05472166836261749,0.15003733336925507,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_4,service,RE1-OB/checkoutservice_mem/4/data.csv,fault,patchtst,256,8,4201,8,65.70510499004732,0.004750064108520746,0.05472166836261749,0.15003733336925507,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_3,service,RE1-OB/checkoutservice_mem/3/data.csv,normal,dlinear,256,16,4201,8,14.622875000350158,0.9145615696907043,0.6842343807220459,0.13723047077655792,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_3,service,RE1-OB/checkoutservice_mem/3/data.csv,fault,dlinear,256,16,4201,8,14.622875000350158,0.9145615696907043,0.6842343807220459,0.13723047077655792,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_3,service,RE1-OB/checkoutservice_mem/3/data.csv,normal,race_dlinear,256,16,4201,8,1.238754982477984,0.9128611087799072,0.6398047208786011,0.1413804590702057,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_3,service,RE1-OB/checkoutservice_mem/3/data.csv,fault,race_dlinear,256,16,4201,8,1.238754982477984,0.9128611087799072,0.6398047208786011,0.1413804590702057,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_3,service,RE1-OB/checkoutservice_mem/3/data.csv,normal,patchtst,256,16,4201,8,8.47051501041278,0.00652053439989686,0.06262288242578506,0.14957182109355927,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_3,service,RE1-OB/checkoutservice_mem/3/data.csv,fault,patchtst,256,16,4201,8,8.47051501041278,0.00652053439989686,0.06262288242578506,0.14957182109355927,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_2,service,RE1-OB/checkoutservice_mem/2/data.csv,normal,dlinear,256,11,4201,8,0.12038499116897582,0.3850672245025635,0.46756401658058167,0.1589498370885849,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_2,service,RE1-OB/checkoutservice_mem/2/data.csv,fault,dlinear,256,11,4201,8,0.12038499116897582,0.3850672245025635,0.46756401658058167,0.1589498370885849,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_2,service,RE1-OB/checkoutservice_mem/2/data.csv,normal,race_dlinear,256,11,4201,8,0.38403499347623427,0.8317530155181885,0.7734888195991516,0.16463953256607056,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_2,service,RE1-OB/checkoutservice_mem/2/data.csv,fault,race_dlinear,256,11,4201,8,0.38403499347623427,0.8317530155181885,0.7734888195991516,0.16463953256607056,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_2,service,RE1-OB/checkoutservice_mem/2/data.csv,normal,patchtst,256,11,4201,8,4.739754978800192,0.005512734409421682,0.0585005022585392,0.1488867998123169,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_2,service,RE1-OB/checkoutservice_mem/2/data.csv,fault,patchtst,256,11,4201,8,4.739754978800192,0.005512734409421682,0.0585005022585392,0.1488867998123169,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_5,service,RE1-OB/checkoutservice_mem/5/data.csv,normal,dlinear,256,16,4201,8,2.926374980597753,0.46195003390312195,0.5659244656562805,0.1784764975309372,0.0625,0.0625
RCAEval,online_boutique,checkoutservice_mem_5,service,RE1-OB/checkoutservice_mem/5/data.csv,fault,dlinear,256,16,4201,8,2.926374980597753,0.46195003390312195,0.5659244656562805,0.1784764975309372,0.0625,0.0625
RCAEval,online_boutique,checkoutservice_mem_5,service,RE1-OB/checkoutservice_mem/5/data.csv,normal,race_dlinear,256,16,4201,8,7.523310001124623,0.3547113835811615,0.5195091962814331,0.15553227066993713,0.036458333333333336,0.036458333333333336
RCAEval,online_boutique,checkoutservice_mem_5,service,RE1-OB/checkoutservice_mem/5/data.csv,fault,race_dlinear,256,16,4201,8,7.523310001124623,0.3547113835811615,0.5195091962814331,0.15553227066993713,0.036458333333333336,0.036458333333333336
RCAEval,online_boutique,checkoutservice_mem_5,service,RE1-OB/checkoutservice_mem/5/data.csv,normal,patchtst,256,16,4201,8,1.690044975839555,0.01191836129873991,0.08096834272146225,0.14868678152561188,0.0,0.0
RCAEval,online_boutique,checkoutservice_mem_5,service,RE1-OB/checkoutservice_mem/5/data.csv,fault,patchtst,256,16,4201,8,1.690044975839555,0.01191836129873991,0.08096834272146225,0.14868678152561188,0.0,0.0
