dataset,system,case_id,fault_type,root_cause,window_type,model,eval_windows,n_entities,n_steps,n_metrics,target_metric_name,target_metric_role,cost_label,train_window_scope,normal_eval_scope,train_end,normal_eval_start,normal_eval_gap_steps,scaler_fit_scope,eval_window_crosses_injection,train_windows,heldout_normal_windows,fault_windows,input_len,pred_len,p95_latency_ms,mse,mae,capacity_cost,decision_cost,under_rate,peak_miss
RE2-OB,online_boutique,checkoutservice_cpu_rep1,cpu,checkoutservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.0814750014105803,1.119064211845398,0.7989388108253479,6.704329967498779,6.704329967498779,0.2364341085271318,0.2364341085271318
RE2-OB,online_boutique,checkoutservice_cpu_rep1,cpu,checkoutservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.4128999901004131,0.2133179008960724,0.38938891887664795,1.317004919052124,1.317004919052124,0.7666666666666667,0.7666666666666667
RE2-OB,online_boutique,checkoutservice_cpu_rep1,cpu,checkoutservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.4128999901004131,0.6108188629150391,0.5655290484428406,1.5657777786254883,1.5657777786254883,0.7930232558139535,0.7930232558139535
RE2-OB,online_boutique,checkoutservice_cpu_rep3,cpu,checkoutservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.11887501168530433,2.045053720474243,0.9163090586662292,2.000308036804199,2.000308036804199,0.3,0.3
RE2-OB,online_boutique,checkoutservice_cpu_rep3,cpu,checkoutservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.11887501168530433,1.0912138223648071,0.6529156565666199,1.8131625652313232,1.8131625652313232,0.19612403100775194,0.19612403100775194
RE2-OB,online_boutique,checkoutservice_cpu_rep3,cpu,checkoutservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.25875000865198666,2.478304862976074,1.0673564672470093,2.4348552227020264,2.4348552227020264,0.38333333333333336,0.38333333333333336
RE2-OB,online_boutique,checkoutservice_cpu_rep3,cpu,checkoutservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.25875000865198666,1.4889031648635864,0.8265878558158875,2.3330540657043457,2.3330540657043457,0.2565891472868217,0.2565891472868217
RE2-OB,online_boutique,checkoutservice_cpu_rep3,cpu,checkoutservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.0316949832485989,2.0336859226226807,0.9122917652130127,1.7915751934051514,1.7915751934051514,0.7333333333333333,0.7333333333333333
RE2-OB,online_boutique,checkoutservice_cpu_rep3,cpu,checkoutservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.0316949832485989,0.6572900414466858,0.5362388491630554,1.3808701038360596,1.3808701038360596,0.6937984496124031,0.6937984496124031
RE2-OB,online_boutique,checkoutservice_mem_rep1,mem,checkoutservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07161496323533356,1.9654123783111572,1.1759181022644043,3.479422092437744,3.479422092437744,0.25,0.25
RE2-OB,online_boutique,checkoutservice_mem_rep1,mem,checkoutservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07161496323533356,44.169517517089844,3.370544910430908,3.585089921951294,3.585089921951294,0.24496124031007752,0.24496124031007752
RE2-OB,online_boutique,checkoutservice_mem_rep1,mem,checkoutservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.2255100291222334,1.5378897190093994,1.02556574344635,3.0032544136047363,3.0032544136047363,0.2833333333333333,0.2833333333333333
RE2-OB,online_boutique,checkoutservice_mem_rep1,mem,checkoutservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.2255100291222334,33.70503616333008,2.9610939025878906,3.17213773727417,3.17213773727417,0.29147286821705426,0.29147286821705426
RE2-OB,online_boutique,checkoutservice_mem_rep1,mem,checkoutservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.9696300025098026,1.1439517736434937,0.652513325214386,1.2318083047866821,1.2318083047866821,0.6833333333333333,0.6833333333333333
RE2-OB,online_boutique,checkoutservice_mem_rep1,mem,checkoutservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.9696300025098026,30.567787170410156,2.6276345252990723,2.0004220008850098,2.0004220008850098,0.7325581395348837,0.7325581395348837
RE2-OB,online_boutique,checkoutservice_mem_rep3,mem,checkoutservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07794498524162918,0.4334534704685211,0.46498459577560425,2.3170037269592285,2.3170037269592285,0.31666666666666665,0.31666666666666665
RE2-OB,online_boutique,checkoutservice_mem_rep3,mem,checkoutservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07794498524162918,11.217591285705566,1.6797690391540527,2.6251060962677,2.6251060962677,0.3488372093023256,0.3488372093023256
RE2-OB,online_boutique,checkoutservice_mem_rep3,mem,checkoutservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.23609002528246492,0.432354599237442,0.4665931761264801,2.3463399410247803,2.3463399410247803,0.3333333333333333,0.3333333333333333
RE2-OB,online_boutique,checkoutservice_mem_rep3,mem,checkoutservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.23609002528246492,9.673296928405762,1.568595051765442,2.4598894119262695,2.4598894119262695,0.35271317829457366,0.35271317829457366
RE2-OB,online_boutique,checkoutservice_mem_rep3,mem,checkoutservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,2.9221699980553213,0.38566192984580994,0.4113721549510956,1.7637757062911987,1.7637757062911987,0.4,0.4
RE2-OB,online_boutique,checkoutservice_mem_rep3,mem,checkoutservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,2.9221699980553213,6.957140922546387,1.3789633512496948,2.429995536804199,2.429995536804199,0.6077519379844961,0.6077519379844961
RE2-OB,online_boutique,checkoutservice_delay_rep1,delay,checkoutservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.162205018568784,0.42274555563926697,0.46381285786628723,2.6543185710906982,2.6543185710906982,0.2833333333333333,0.2833333333333333
RE2-OB,online_boutique,checkoutservice_delay_rep1,delay,checkoutservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.162205018568784,25.900394439697266,2.3978512287139893,2.5788276195526123,2.5788276195526123,0.6593023255813953,0.6593023255813953
RE2-OB,online_boutique,checkoutservice_delay_rep1,delay,checkoutservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.34990500134881575,0.574906587600708,0.49928274750709534,2.690669298171997,2.690669298171997,0.3,0.3
RE2-OB,online_boutique,checkoutservice_delay_rep1,delay,checkoutservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.34990500134881575,42.80864334106445,2.6266250610351562,2.746264934539795,2.746264934539795,0.6655038759689923,0.6655038759689923
RE2-OB,online_boutique,checkoutservice_delay_rep1,delay,checkoutservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.9844999993219972,0.2307250201702118,0.35668420791625977,1.1290608644485474,1.1290608644485474,0.6,0.6
RE2-OB,online_boutique,checkoutservice_delay_rep1,delay,checkoutservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.9844999993219972,23.33836555480957,2.331913948059082,1.9693968296051025,1.9693968296051025,0.5294573643410853,0.5294573643410853
RE2-OB,online_boutique,checkoutservice_delay_rep2,delay,checkoutservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07003000937402248,1.13291597366333,0.7980209589004517,2.5092179775238037,2.5092179775238037,0.26666666666666666,0.26666666666666666
RE2-OB,online_boutique,checkoutservice_delay_rep2,delay,checkoutservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07003000937402248,121.06668090820312,5.169297695159912,2.7310354709625244,2.7310354709625244,0.6984496124031008,0.6984496124031008
RE2-OB,online_boutique,checkoutservice_delay_rep2,delay,checkoutservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.37807998305652274,1.0639615058898926,0.7288551330566406,2.1717820167541504,2.1717820167541504,0.23333333333333334,0.23333333333333334
RE2-OB,online_boutique,checkoutservice_delay_rep2,delay,checkoutservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.37807998305652274,134.01339721679688,5.270819187164307,2.3148252964019775,2.3148252964019775,0.6751937984496124,0.6751937984496124
RE2-OB,online_boutique,checkoutservice_delay_rep2,delay,checkoutservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.9653699933551251,0.44725731015205383,0.4425622522830963,1.0521491765975952,1.0521491765975952,0.5166666666666667,0.5166666666666667
RE2-OB,online_boutique,checkoutservice_delay_rep2,delay,checkoutservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.9653699933551251,107.99626922607422,4.7876505851745605,1.7433196306228638,1.7433196306228638,0.5674418604651162,0.5674418604651162
RE2-OB,online_boutique,checkoutservice_delay_rep3,delay,checkoutservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.06927500362507999,1.8952800035476685,1.0708823204040527,3.31504487991333,3.31504487991333,0.25,0.25
RE2-OB,online_boutique,checkoutservice_delay_rep3,delay,checkoutservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.06927500362507999,104.18692779541016,4.5279622077941895,2.5109798908233643,2.5109798908233643,0.5279069767441861,0.5279069767441861
RE2-OB,online_boutique,checkoutservice_delay_rep3,delay,checkoutservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.34620499063748866,2.2746007442474365,0.9017750024795532,2.22986102104187,2.22986102104187,0.36666666666666664,0.36666666666666664
RE2-OB,online_boutique,checkoutservice_delay_rep3,delay,checkoutservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.34620499063748866,102.7907485961914,4.687622547149658,2.9516117572784424,2.9516117572784424,0.7244186046511628,0.7244186046511628
RE2-OB,online_boutique,checkoutservice_delay_rep3,delay,checkoutservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.05914503801614,1.5846126079559326,0.767147421836853,1.62880539894104,1.62880539894104,0.6666666666666666,0.6666666666666666
RE2-OB,online_boutique,checkoutservice_delay_rep3,delay,checkoutservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.05914503801614,68.60801696777344,4.020765781402588,2.0851526260375977,2.0851526260375977,0.601937984496124,0.601937984496124
RE2-OB,online_boutique,checkoutservice_loss_rep1,loss,checkoutservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07215999939944594,1.265333890914917,0.7551153302192688,4.176808834075928,4.176808834075928,0.3333333333333333,0.3333333333333333
RE2-OB,online_boutique,checkoutservice_loss_rep1,loss,checkoutservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07215999939944594,190.84506225585938,4.797014236450195,4.26181697845459,4.26181697845459,0.27596899224806204,0.27596899224806204
RE2-OB,online_boutique,checkoutservice_loss_rep1,loss,checkoutservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.8333949896041297,1.1810729503631592,0.8979198336601257,7.722866535186768,7.722866535186768,0.31666666666666665,0.31666666666666665
RE2-OB,online_boutique,checkoutservice_loss_rep1,loss,checkoutservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.8333949896041297,189.0513153076172,5.044452667236328,8.614226341247559,8.614226341247559,0.25232558139534883,0.25232558139534883
RE2-OB,online_boutique,checkoutservice_loss_rep1,loss,checkoutservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.3908499618992207,0.6068373918533325,0.5983537435531616,2.09554386138916,2.09554386138916,0.7833333333333333,0.7833333333333333
RE2-OB,online_boutique,checkoutservice_loss_rep1,loss,checkoutservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.3908499618992207,173.53578186035156,4.569443225860596,2.2724227905273438,2.2724227905273438,0.8282945736434109,0.8282945736434109
RE2-OB,online_boutique,checkoutservice_loss_rep2,loss,checkoutservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.11041999096050854,0.2971780002117157,0.4641505777835846,2.5273568630218506,2.5273568630218506,0.23333333333333334,0.23333333333333334
RE2-OB,online_boutique,checkoutservice_loss_rep2,loss,checkoutservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.11041999096050854,100.54763793945312,3.23030948638916,2.967662811279297,2.967662811279297,0.29806201550387595,0.29806201550387595
RE2-OB,online_boutique,checkoutservice_loss_rep2,loss,checkoutservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.5013700050767511,0.4354289770126343,0.6034590601921082,3.315244197845459,3.315244197845459,0.2,0.2
RE2-OB,online_boutique,checkoutservice_loss_rep2,loss,checkoutservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.5013700050767511,129.667236328125,3.9772040843963623,3.7281434535980225,3.7281434535980225,0.23604651162790696,0.23604651162790696
RE2-OB,online_boutique,checkoutservice_loss_rep2,loss,checkoutservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.9645150305004787,0.1339924931526184,0.2742380201816559,1.3524620532989502,1.3524620532989502,0.45,0.45
RE2-OB,online_boutique,checkoutservice_loss_rep2,loss,checkoutservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.9645150305004787,127.40904998779297,3.749498128890991,2.2656586170196533,2.2656586170196533,0.6647286821705426,0.6647286821705426
RE2-OB,online_boutique,checkoutservice_loss_rep3,loss,checkoutservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.06916000274941325,0.20530825853347778,0.36863189935684204,2.1316068172454834,2.1316068172454834,0.21666666666666667,0.21666666666666667
RE2-OB,online_boutique,checkoutservice_loss_rep3,loss,checkoutservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.06916000274941325,206.5899200439453,4.586033821105957,2.5332252979278564,2.5332252979278564,0.32131782945736437,0.32131782945736437
RE2-OB,online_boutique,checkoutservice_loss_rep3,loss,checkoutservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.26666497869882727,0.45910340547561646,0.616662323474884,3.66847562789917,3.66847562789917,0.11666666666666667,0.11666666666666667
RE2-OB,online_boutique,checkoutservice_loss_rep3,loss,checkoutservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.26666497869882727,237.2456817626953,5.085716247558594,3.946796178817749,3.946796178817749,0.24689922480620155,0.24689922480620155
RE2-OB,online_boutique,checkoutservice_loss_rep3,loss,checkoutservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.9451749705476686,0.11924387514591217,0.27458661794662476,1.203579068183899,1.203579068183899,0.6333333333333333,0.6333333333333333
RE2-OB,online_boutique,checkoutservice_loss_rep3,loss,checkoutservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.9451749705476686,194.40736389160156,4.395045757293701,2.338252544403076,2.338252544403076,0.7232558139534884,0.7232558139534884
RE2-OB,online_boutique,currencyservice_cpu_rep1,cpu,currencyservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.0791800208389759,0.5453637838363647,0.46693724393844604,2.026538372039795,2.026538372039795,0.26666666666666666,0.26666666666666666
RE2-OB,online_boutique,currencyservice_cpu_rep1,cpu,currencyservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.0791800208389759,1.5503891706466675,0.6997874975204468,2.2640411853790283,2.2640411853790283,0.31356589147286823,0.31356589147286823
RE2-OB,online_boutique,currencyservice_cpu_rep1,cpu,currencyservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.27309500146657223,0.7080176472663879,0.6976503729820251,3.8012890815734863,3.8012890815734863,0.25,0.25
RE2-OB,online_boutique,currencyservice_cpu_rep1,cpu,currencyservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.27309500146657223,2.024277925491333,0.970366895198822,4.101637840270996,4.101637840270996,0.27829457364341087,0.27829457364341087
RE2-OB,online_boutique,currencyservice_cpu_rep1,cpu,currencyservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.0509999643545593,0.5676985383033752,0.47646480798721313,1.7745083570480347,1.7745083570480347,0.4666666666666667,0.4666666666666667
RE2-OB,online_boutique,currencyservice_cpu_rep1,cpu,currencyservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.0509999643545593,1.0117731094360352,0.576386034488678,1.919466495513916,1.919466495513916,0.5015503875968992,0.5015503875968992
RE2-OB,online_boutique,currencyservice_cpu_rep2,cpu,currencyservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07117999193724245,0.7621208429336548,0.7044059038162231,2.093855381011963,2.093855381011963,0.2,0.2
RE2-OB,online_boutique,currencyservice_cpu_rep2,cpu,currencyservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07117999193724245,13.990099906921387,2.1012935638427734,2.7047371864318848,2.7047371864318848,0.3205426356589147,0.3205426356589147
RE2-OB,online_boutique,currencyservice_cpu_rep2,cpu,currencyservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.21895001118537039,0.9234182238578796,0.711991548538208,2.1198558807373047,2.1198558807373047,0.31666666666666665,0.31666666666666665
RE2-OB,online_boutique,currencyservice_cpu_rep2,cpu,currencyservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.21895001118537039,15.184488296508789,2.1146113872528076,2.5053303241729736,2.5053303241729736,0.3930232558139535,0.3930232558139535
RE2-OB,online_boutique,currencyservice_cpu_rep2,cpu,currencyservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.9038749878527594,0.23692259192466736,0.38814079761505127,0.8835024237632751,0.8835024237632751,0.65,0.65
RE2-OB,online_boutique,currencyservice_cpu_rep2,cpu,currencyservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.9038749878527594,11.095593452453613,1.6999765634536743,1.7018756866455078,1.7018756866455078,0.7426356589147287,0.7426356589147287
RE2-OB,online_boutique,currencyservice_cpu_rep3,cpu,currencyservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.1060649665305391,0.784675657749176,0.5722745060920715,2.1651992797851562,2.1651992797851562,0.65,0.65
RE2-OB,online_boutique,currencyservice_cpu_rep3,cpu,currencyservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.1060649665305391,3.926439046859741,1.0597714185714722,2.269493818283081,2.269493818283081,0.6496124031007752,0.6496124031007752
RE2-OB,online_boutique,currencyservice_cpu_rep3,cpu,currencyservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.44938000792171773,0.5340432524681091,0.5013439059257507,2.220144510269165,2.220144510269165,0.35,0.35
RE2-OB,online_boutique,currencyservice_cpu_rep3,cpu,currencyservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.44938000792171773,3.49678635597229,1.0185613632202148,2.462536334991455,2.462536334991455,0.3755813953488372,0.3755813953488372
RE2-OB,online_boutique,currencyservice_cpu_rep3,cpu,currencyservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.137065028888173,0.34756678342819214,0.4160521626472473,1.4642173051834106,1.4642173051834106,0.6166666666666667,0.6166666666666667
RE2-OB,online_boutique,currencyservice_cpu_rep3,cpu,currencyservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.137065028888173,2.425840139389038,0.8640019297599792,1.8485995531082153,1.8485995531082153,0.7015503875968992,0.7015503875968992
RE2-OB,online_boutique,currencyservice_mem_rep1,mem,currencyservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07209499890450388,0.5815629363059998,0.6180486083030701,2.514090061187744,2.514090061187744,0.2,0.2
RE2-OB,online_boutique,currencyservice_mem_rep1,mem,currencyservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07209499890450388,39.41694641113281,3.6809611320495605,3.127964973449707,3.127964973449707,0.387984496124031,0.387984496124031
RE2-OB,online_boutique,currencyservice_mem_rep1,mem,currencyservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.2184050070354715,0.7881264090538025,0.6328321099281311,2.383945941925049,2.383945941925049,0.38333333333333336,0.38333333333333336
