source,dataset,seed,stress,model,params,calibration_abs_bias,calibration_enabled,mse,mae,latency_p50_ms,latency_p95_ms,latency_mean_ms,capacity_under_rate,capacity_over_rate,capacity_mean_under,capacity_mean_over,capacity_cost,max_memory_mb,pool
salesforce_borg,salesforce_borg,2024,delayed_12,dlinear,2336,0.0,0.0,0.036680269986391,0.1154644265770912,0.1508940476924181,0.1638944377191364,0.1520776975667104,0.1304425905738587,0.8695557271479328,0.0206678658723831,0.2812715470790863,0.1871454119682312,17,core_lightweight
salesforce_borg,salesforce_borg,2024,delayed_12,race_dlinear,4672,0.0259307567030191,1.0,0.0373528897762298,0.1032194420695304,0.3468724898993969,0.3628594917245209,0.3488936548819765,0.3158363782568906,0.6841577337693798,0.030332064256072,0.2019258141517639,0.1567114889621734,18,core_lightweight
salesforce_borg,salesforce_borg,2024,delayed_12,patchtst,126232,0.0,0.0,0.0398974046111106,0.1149225085973739,0.6156860035844147,0.6302860449068248,0.6176915368996561,0.2695611104381998,0.7304338427271748,0.0173333194106817,0.3218662738800049,0.1833173632621765,37,core_lightweight
salesforce_borg,salesforce_borg,2024,level_shift,dlinear,2336,0.0,0.0,0.0256024282425642,0.0872407257556915,0.145989004522562,0.1554105372633785,0.1477961952332407,0.2051206025247631,0.7948764534883721,0.015401623211801,0.2471303790807724,0.1460413634777069,17,core_lightweight
salesforce_borg,salesforce_borg,2024,level_shift,race_dlinear,4672,0.0142920641228556,1.0,0.0256204027682542,0.0882271975278854,0.3926274948753416,0.4800600407179445,0.4079558741068467,0.2101527172157622,0.7898439182278209,0.0191615652292966,0.2153406143188476,0.1394989490509033,18,core_lightweight
salesforce_borg,salesforce_borg,2024,level_shift,patchtst,126232,0.0,0.0,0.0278177522122859,0.0943276137113571,0.6987459491938353,0.7241109327878803,0.706148354220204,0.2770056120801034,0.722988079376615,0.0130745815113186,0.2932436764240265,0.1593088060617447,37,core_lightweight
salesforce_borg,salesforce_borg,2025,clean,dlinear,2336,0.0,0.0,0.024597967043519,0.0889631658792495,0.1404989743605256,0.1915909524541348,0.1495195901952684,0.0556409311746339,0.944359068825366,0.0135455131530761,0.2586321830749511,0.1502296775579452,17,core_lightweight
salesforce_borg,salesforce_borg,2025,clean,race_dlinear,4672,0.0233209282159805,1.0,0.0252856016159057,0.0835576727986335,0.3906530328094959,0.4430209810379892,0.4015990358311683,0.2592756614717915,0.7407205534022394,0.0177965108305215,0.22023306787014,0.1362692415714264,18,core_lightweight
salesforce_borg,salesforce_borg,2025,clean,patchtst,126232,0.0,0.0,0.0264528021216392,0.0910571813583374,0.6520460010506213,0.6734435446560383,0.6598041945835575,0.1380734045273471,0.8619249131944444,0.0146043384447693,0.2668351233005523,0.1521552801132202,37,core_lightweight
salesforce_borg,salesforce_borg,2025,missing_30,patchtst,126232,0.0,0.0,0.0342245176434516,0.1096620708703994,0.664286024402827,0.8675348595716059,0.7220202562166378,0.4098992820036606,0.5900910448966409,0.0177117064595222,0.3068437874317169,0.1818719357252121,37,core_lightweight
salesforce_borg,salesforce_borg,2025,missing_30,dlinear,2336,0.0,0.0,0.0381544195115566,0.1296935081481933,0.1358990557491779,0.1515294250566512,0.1404014619765803,0.2215636103036175,0.7784313428617571,0.0220855511724948,0.27987140417099,0.199084535241127,17,core_lightweight
salesforce_borg,salesforce_borg,2025,missing_30,race_dlinear,4672,0.0327442623674869,1.0,0.03855412453413,0.1304659694433212,0.4243680159561336,0.4889059578999872,0.4510095226578414,0.287883643545435,0.7121079450635228,0.0269678700715303,0.2394841313362121,0.1847556382417678,18,core_lightweight
salesforce_borg,salesforce_borg,2025,missing_variables_30,patchtst,126232,0.0,0.0,0.0950609967112541,0.180875763297081,0.685506034642458,0.7099610171280801,0.6893605284858495,0.3280101845122739,0.6719822452357881,0.0345768854022026,0.4270924925804138,0.2823182344436645,37,core_lightweight
salesforce_borg,salesforce_borg,2025,missing_variables_30,race_dlinear,4672,0.198282241821289,1.0,0.1625747382640838,0.2935331761837005,0.3761679399758577,0.3874019952490926,0.3777804726269096,0.441516859792205,0.5584768316645133,0.1165819838643074,0.3028234541416168,0.4153896272182464,18,core_lightweight
salesforce_borg,salesforce_borg,2025,missing_variables_30,dlinear,2336,0.0,0.0,0.1646967828273773,0.2900550961494446,0.1590689644217491,0.1845009217504411,0.1658355671679601,0.2725719678617571,0.7274229853036176,0.064686469733715,0.535178005695343,0.4483741819858551,17,core_lightweight
salesforce_borg,salesforce_borg,2025,delayed_12,dlinear,2336,0.0,0.0,0.0359422005712986,0.1070465892553329,0.1299490104429423,0.1360285212285816,0.1308266568230465,0.1566953831556847,0.8433029345661068,0.0217589493840932,0.2590270042419433,0.1710154265165329,17,core_lightweight
salesforce_borg,salesforce_borg,2025,delayed_12,race_dlinear,4672,0.0428027659654617,1.0,0.0374217554926872,0.1028382554650306,0.3316180082038045,0.3424755297601223,0.3329563332954421,0.3178769817237295,0.682117550872093,0.0298165306448936,0.2056644707918167,0.1574773639440536,18,core_lightweight
salesforce_borg,salesforce_borg,2025,delayed_12,patchtst,126232,0.0,0.0,0.0391840636730194,0.1118306666612625,0.6079870508983731,0.6176130205858499,0.6091269518947229,0.2964018592538759,0.7035926733419466,0.0265775695443153,0.2738049328327179,0.1926689743995666,37,core_lightweight
salesforce_borg,salesforce_borg,2025,level_shift,dlinear,2336,0.0,0.0,0.0245828982442617,0.0884926319122314,0.1294190296903252,0.1494855794589966,0.1342563045909628,0.0554874232881136,0.9445125767118864,0.013546222820878,0.2577365040779114,0.1493929475545883,17,core_lightweight
salesforce_borg,salesforce_borg,2025,level_shift,race_dlinear,4672,0.0213213618844747,1.0,0.0253309607505798,0.0839631855487823,0.3759340615943074,0.559820415219292,0.4350596602307632,0.2570668301841085,0.7429289641203703,0.0178586561232805,0.2189135700464248,0.1363195180892944,18,core_lightweight
salesforce_borg,salesforce_borg,2025,level_shift,patchtst,126232,0.0,0.0,0.027095379307866,0.0917965769767761,0.6455564871430397,0.6694114417769015,0.6522679468616843,0.2483433765342377,0.7516524177702412,0.0179037749767303,0.2543449699878692,0.155066430568695,37,core_lightweight
salesforce_borg,salesforce_borg,2026,clean,dlinear,2336,0.0,0.0,0.0249791610985994,0.0874265804886818,0.1435395097360015,0.1626409997697919,0.1453893550205975,0.1796748829134367,0.8203213319605943,0.015780022367835,0.2485427856445312,0.1477642506361007,17,core_lightweight
salesforce_borg,salesforce_borg,2026,clean,race_dlinear,4672,0.0223160535097122,1.0,0.0254882797598838,0.086274154484272,0.3375184605829417,0.3548100416082889,0.339061307022348,0.1686992793120155,0.831298617840224,0.0185495689511299,0.2199968099594116,0.139200821518898,18,core_lightweight
salesforce_borg,salesforce_borg,2026,clean,patchtst,126232,0.0,0.0,0.0282023567706346,0.1066965535283088,0.6550270481966436,0.6709325301926583,0.65796852868516,0.121089964874031,0.8789091939868647,0.0168505888432264,0.2813334465026855,0.1789618730545044,37,core_lightweight
salesforce_borg,salesforce_borg,2026,missing_30,patchtst,126232,0.0,0.0,0.034299261868,0.1065063178539276,0.6271970341913402,0.6403804698493332,0.6294929684372619,0.2745280368486218,0.7254656546080964,0.0170532409101724,0.3042387664318084,0.1748012155294418,37,core_lightweight
salesforce_borg,salesforce_borg,2026,missing_30,dlinear,2336,0.0,0.0,0.038107119500637,0.1310353130102157,0.1438395702280104,0.1598529168404638,0.1485493819927796,0.2541808819175279,0.7458123889696382,0.0205691643059253,0.2887691557407379,0.1954824328422546,17,core_lightweight
salesforce_borg,salesforce_borg,2026,missing_30,race_dlinear,4672,0.0351327583193779,1.0,0.038440104573965,0.1301047503948211,0.3795174998231232,0.4075649369042362,0.3910367813659832,0.297920115336994,0.7020731555501722,0.0268066525459289,0.2388681322336197,0.182307481765747,18,core_lightweight
salesforce_borg,salesforce_borg,2026,missing_variables_30,patchtst,126232,0.0,0.0,0.0801464617252349,0.1658899933099746,0.6252264720387757,0.6448635365813971,0.6278617365751415,0.3647149716031438,0.6352753552971576,0.0380806773900985,0.3830153048038482,0.2720485627651214,37,core_lightweight
salesforce_borg,salesforce_borg,2026,missing_variables_30,race_dlinear,4672,0.1939008980989456,1.0,0.1572826951742172,0.2839480638504028,0.3488434595055878,0.3631165192928165,0.352034336538054,0.4557001473675711,0.5442952263673557,0.1234645023941993,0.2839018702507019,0.4178674817085266,18,core_lightweight
salesforce_borg,salesforce_borg,2026,missing_variables_30,dlinear,2336,0.0,0.0,0.1649093031883239,0.2917697727680206,0.134494446683675,0.14051302568987,0.1357790781185031,0.2570643067667958,0.7429306463985789,0.0617053806781768,0.5495109558105469,0.4510554373264313,17,core_lightweight
salesforce_borg,salesforce_borg,2026,delayed_12,dlinear,2336,0.0,0.0,0.0366964973509311,0.1070133745670318,0.1440244377590716,0.16228454769589,0.1453315431717783,0.2836787891634367,0.716316164001938,0.0225116517394781,0.2658079266548157,0.1730065196752548,17,core_lightweight
salesforce_borg,salesforce_borg,2026,delayed_12,race_dlinear,4672,0.0357468016445636,1.0,0.0367114245891571,0.1018673554062843,0.356168020516634,0.3732525219675153,0.3607625316362828,0.2922361178402239,0.707760097033807,0.0293711088597774,0.2077421098947525,0.1556062400341034,18,core_lightweight
salesforce_borg,salesforce_borg,2026,delayed_12,patchtst,126232,0.0,0.0,0.039625808596611,0.1273441165685653,0.6139174802228808,0.6420145218726243,0.6254091538721696,0.0989179586563307,0.9010757328003876,0.0224067512899637,0.3134303689002991,0.2156692445278167,37,core_lightweight
salesforce_borg,salesforce_borg,2026,level_shift,dlinear,2336,0.0,0.0,0.0250097569078207,0.0871172696352005,0.1474099699407816,0.1535230490844696,0.1485212269471958,0.2525717828111541,0.7474231703542205,0.0160212535411119,0.2491411715745926,0.1484201848506927,17,core_lightweight
salesforce_borg,salesforce_borg,2026,level_shift,race_dlinear,4672,0.0181069057434797,1.0,0.0252937134355306,0.0852548405528068,0.3856284893117845,0.4012933990452438,0.3879419149598107,0.224868866413652,0.7751277690299311,0.0182791389524936,0.2214096039533615,0.1385910660028457,18,core_lightweight
salesforce_borg,salesforce_borg,2026,level_shift,patchtst,126232,0.0,0.0,0.0287083145231008,0.1051919981837272,0.6760414689779282,0.697296520229429,0.6794497807277367,0.1240322694605943,0.8759664688307494,0.0140944551676511,0.2964144051074981,0.1767006367444992,37,core_lightweight
salesforce_borg,salesforce_borg,2027,clean,race_dlinear,4672,0.0140184462070465,1.0,0.0249301493167877,0.0886817127466201,0.380197016056627,0.3959984926041215,0.3779325284995138,0.4158949215385443,0.584094984792205,0.0170381292700767,0.237719789147377,0.1451145708560943,18,core_lightweight
salesforce_borg,salesforce_borg,2027,clean,dlinear,2336,0.0,0.0,0.0251262411475181,0.0889893397688865,0.1493490417487919,0.1582974742632359,0.1513296010671183,0.1264892367840224,0.8735090809377691,0.0131588513031601,0.2669160068035126,0.1530852764844894,17,core_lightweight
salesforce_borg,salesforce_borg,2027,clean,patchtst,126232,0.0,0.0,0.0282767992466688,0.0989953130483627,0.6979575264267623,0.8189954503905028,0.7079726492520422,0.2715020389211886,0.7284916525355297,0.0118078337982296,0.3135168254375458,0.1696063876152038,37,core_lightweight
salesforce_borg,salesforce_borg,2027,missing_30,patchtst,126232,0.0,0.0,0.0354963392019271,0.1089618727564811,0.6757870432920754,0.6954949640203267,0.6766096863429993,0.2133334847383721,0.7866614684270026,0.0164202731102705,0.3185160756111145,0.1818065196275711,37,core_lightweight
salesforce_borg,salesforce_borg,2027,missing_30,dlinear,2336,0.0,0.0,0.0379785858094692,0.131093680858612,0.147411017678678,0.1533879083581268,0.1454397483030334,0.2196319343507752,0.7803625982450474,0.0193568971008062,0.3002979755401611,0.2021427005529403,17,core_lightweight
salesforce_borg,salesforce_borg,2027,missing_30,race_dlinear,4672,0.0297523345798254,1.0,0.0380174405872821,0.1292174905538559,0.3785914741456508,0.4541884874925017,0.3855186980217695,0.2949273424041774,0.7050671901916451,0.0257932003587484,0.2421514689922332,0.1814914494752884,18,core_lightweight
salesforce_borg,salesforce_borg,2027,missing_variables_30,patchtst,126232,0.0,0.0,0.0895867720246315,0.1670188307762146,0.6717605283483863,0.692511594388634,0.6748146814061329,0.3961496016365202,0.6038407252637812,0.0398772619664669,0.380961924791336,0.2717901468276977,37,core_lightweight
salesforce_borg,salesforce_borg,2027,missing_variables_30,dlinear,2336,0.0,0.0,0.160854697227478,0.2839952707290649,0.150005507748574,0.1558485033456235,0.1489940739702433,0.2800850223406546,0.7199103513942722,0.0639165341854095,0.5232341289520264,0.4416016042232513,17,core_lightweight
salesforce_borg,salesforce_borg,2027,missing_variables_30,race_dlinear,4672,0.186809703707695,1.0,0.1646473556756973,0.2978394627571106,0.3677199711091816,0.3770670387893915,0.3599275893066078,0.4309786485249784,0.5690146223621878,0.1108817681670188,0.3172359764575958,0.4104042649269104,18,core_lightweight
salesforce_borg,salesforce_borg,2027,delayed_12,race_dlinear,4672,0.0282925423234701,1.0,0.0359369367361068,0.1052480265498161,0.34888501977548,0.3757235128432508,0.3593807225115597,0.4442816840277778,0.5557082223029716,0.0272548720240592,0.2204594016075134,0.1600774973630905,18,core_lightweight
salesforce_borg,salesforce_borg,2027,delayed_12,dlinear,2336,0.0,0.0,0.0363113731145858,0.10852812230587,0.1439054613001644,0.1511725946329533,0.1453380798920989,0.0806362207956503,0.9193629380652456,0.0189786329865455,0.2805796265602112,0.1757192462682724,17,core_lightweight
salesforce_borg,salesforce_borg,2027,delayed_12,patchtst,126232,0.0,0.0,0.0415623076260089,0.1161007359623909,0.6151300040073693,0.6285724462941289,0.6169259984744713,0.2862774884259259,0.7137170441698967,0.019996628165245,0.3146276175975799,0.1830477714538574,37,core_lightweight
salesforce_borg,salesforce_borg,2027,level_shift,dlinear,2336,0.0,0.0,0.0251351818442344,0.0882010161876678,0.1317750429734587,0.1366524898912757,0.132294010836631,0.1403697142818691,0.8596277623008183,0.013132962398231,0.2657566666603088,0.1514770090579986,17,core_lightweight
salesforce_borg,salesforce_borg,2027,level_shift,race_dlinear,4672,0.0199274476617574,1.0,0.0251390151679515,0.091356061398983,0.3370649646967649,0.3585789178032424,0.3460291540250182,0.4173324282676572,0.5826574780630922,0.0168029610067605,0.2425510883331298,0.1471637189388275,18,core_lightweight
salesforce_borg,salesforce_borg,2027,level_shift,patchtst,126232,0.0,0.0,0.0282011236995458,0.0980203300714492,0.6148190004751086,0.6412295391783118,0.6199046270921826,0.1312635423395779,0.8687351959517657,0.0114806070923805,0.3126229345798492,0.1664226800203323,37,core_lightweight
alibaba2018,alibaba2018,42,clean,official_patchtst,305560,0.0,0.0,0.2747677266597748,0.3764041662216186,1.7342929932055997,2.15040048933588,1.8118806241545824,0.1965659798462986,0.8033596854088247,1.3756954669952393,7.110372543334961,0.3814244270324707,155,official_probe
alibaba2018,alibaba2018,42,missing_30,official_patchtst,305560,0.0,0.0,0.2869473695755005,0.3961051404476166,1.7380934878019616,2.0094209714443423,1.7627780238399282,0.1911558807768716,0.7940274074654956,1.350626826286316,7.275111198425293,0.4220888018608093,155,official_probe
alibaba2018,alibaba2018,42,missing_variables_30,official_patchtst,305560,0.0,0.0,0.5295271277427673,0.5195890069007874,1.7280979955103248,1.9886839436367152,1.755885900638532,0.2517632038111669,0.7470748052593057,2.3759264945983887,8.090529441833496,1.1468664407730105,155,official_probe
alibaba2018,alibaba2018,42,delayed_12,official_patchtst,305560,0.0,0.0,0.3210059404373169,0.4157555699348449,1.7098155076382682,1.7524235547170974,1.71831347324769,0.2228812963979506,0.7332481342795901,1.6117937564849854,7.054640293121338,0.4128373563289642,155,official_probe
alibaba2018,alibaba2018,42,level_shift,official_patchtst,305560,0.0,0.0,0.2833675444126129,0.3936988115310669,1.7416045011486858,2.006690503912978,1.7740780247549992,0.1673271022846089,0.8223272983322878,1.2421672344207764,7.928030967712402,0.4273713827133178,155,official_probe
salesforce_borg,salesforce_borg,42,clean,official_patchtst,305560,0.0,0.0,0.0253262482583522,0.0814702808856964,1.557951996801421,1.5875509838224389,1.5647110500140116,0.2233396755221791,0.7766603244778209,0.0160443801432847,0.2382967323064804,0.1334743797779083,209,official_probe
salesforce_borg,salesforce_borg,42,missing_30,official_patchtst,305560,0.0,0.0,0.0325454100966453,0.0984600260853767,1.6764615138527006,1.72124546370469,1.6881446754268836,0.1541551430609388,0.8458431746608527,0.023643746972084,0.2245073318481445,0.151774600148201,209,official_probe
salesforce_borg,salesforce_borg,42,missing_variables_30,official_patchtst,305560,0.0,0.0,0.2221856564283371,0.2672571539878845,1.694901511655189,2.0140004533459432,1.7707295752188656,0.2755790401593453,0.7244205392711025,0.1054705008864402,0.4014624357223511,0.4854600727558136,209,official_probe
salesforce_borg,salesforce_borg,42,delayed_12,official_patchtst,305560,0.0,0.0,0.0381763353943824,0.1029510274529457,1.7056215147022158,1.974647976749111,1.752007721370319,0.284896758586348,0.7150986151485789,0.0259193703532218,0.2229038923978805,0.1520895510911941,209,official_probe
alibaba2018,alibaba2018,42,clean,official_itransformer_native,280728,0.0,0.0,0.2744022905826568,0.3743766546249389,1.7289840034209192,1.960453498759307,1.7517045518616214,0.2041195335372229,0.7958804664627771,1.4492151737213137,6.842424392700195,0.3813773691654205,30,official_probe
alibaba2018,alibaba2018,42,missing_30,official_itransformer_native,280728,0.0,0.0,0.3012449145317077,0.4101364016532898,1.6621880058664829,2.529840424540452,1.7675180512014776,0.2013662889481388,0.7732986328941865,1.4054609537124634,7.339312553405762,0.4368639290332794,30,official_probe
alibaba2018,alibaba2018,42,missing_variables_30,official_itransformer_native,280728,0.0,0.0,0.5308850407600403,0.5214694142341614,1.6347295022569597,1.6560439893510193,1.63573162353714,0.2477944636135508,0.7269758338561272,2.3424232006073,8.219705581665039,1.1594767570495603,30,official_probe
alibaba2018,alibaba2018,42,delayed_12,official_itransformer_native,280728,0.0,0.0,0.3147231638431549,0.4072796106338501,1.6632750048302114,2.0317129426985048,1.744641501136357,0.2214436134201171,0.7785563865798829,1.6541752815246582,6.863283634185791,0.4255457818508148,30,official_probe
alibaba2018,alibaba2018,42,level_shift,official_itransformer_native,280728,0.0,0.0,0.2806644737720489,0.3873281180858612,1.6531715082237497,1.7608159512747077,1.6530577035155147,0.1748377705457967,0.8046924011919699,1.2749062776565552,7.71491003036499,0.3934661448001861,30,official_probe
salesforce_borg,salesforce_borg,42,clean,official_itransformer_native,280728,0.0,0.0,0.0280383005738258,0.0846590176224708,1.633346997550689,1.7226499563548707,1.6456255252705887,0.3109375841139104,0.6890615747469854,0.021855728700757,0.2102068662643432,0.1314815729856491,34,official_probe
salesforce_borg,salesforce_borg,42,missing_30,official_itransformer_native,280728,0.0,0.0,0.0496115908026695,0.129963219165802,1.497698001912795,1.6178774938452989,1.520622522366466,0.2435652858527131,0.7564300878822137,0.0449422374367713,0.228539302945137,0.1959575116634369,34,official_probe
salesforce_borg,salesforce_borg,42,missing_variables_30,official_itransformer_native,280728,0.0,0.0,0.2006706595420837,0.2759579718112945,1.484227497712709,1.5885035434621386,1.502118074131431,0.4051043685400516,0.5948884817775625,0.1031497195363044,0.3982802927494049,0.4730903208255768,34,official_probe
salesforce_borg,salesforce_borg,42,delayed_12,official_itransformer_native,280728,0.0,0.0,0.041508998721838,0.1116198673844337,1.4811625005677342,1.5894619602477178,1.4990591029345524,0.1157554606750646,0.8842441187553833,0.0310863647609949,0.2291105538606643,0.1641468703746795,34,official_probe
alibaba2018,alibaba2018,42,clean,official_timemixer,128841,0.0,0.0,0.2769900858402252,0.3798676431179046,3.5516069910954684,4.968897506478243,4.017638351069763,0.1923574896748222,0.8076261730186115,1.31426203250885,7.282079219818115,0.3826494216918945,178,official_probe
alibaba2018,alibaba2018,42,missing_30,official_timemixer,128841,0.0,0.0,0.2859092652797699,0.3947429060935974,3.595976988435723,4.99154699355131,4.076247799821431,0.2097183284974905,0.7685346742994563,1.4569306373596191,6.898438930511475,0.4395442008972168,179,official_probe
alibaba2018,alibaba2018,42,missing_variables_30,official_timemixer,128841,0.0,0.0,0.5219794511795044,0.5170495510101318,4.00090949551668,5.815743452694733,4.320079051103676,0.2414220971873693,0.7332162765317859,2.271811962127685,8.308006286621094,1.151862859725952,179,official_probe
alibaba2018,alibaba2018,42,delayed_12,official_timemixer,128841,0.0,0.0,0.3110321760177612,0.407214879989624,3.715985003509559,4.514567447768059,3.8880120497196913,0.2118515723023839,0.7844214796371811,1.5798964500427246,7.001694202423096,0.4273279011249542,179,official_probe
alibaba2018,alibaba2018,42,level_shift,official_timemixer,128841,0.0,0.0,0.2757658660411834,0.3814839124679565,3.519560501445085,3.6215070256730537,3.5176504505216144,0.1849497464450021,0.8066161190401505,1.330036997795105,7.343252658843994,0.3958964049816131,179,official_probe
salesforce_borg,salesforce_borg,42,clean,official_timemixer,129363,0.0,0.0,0.0247524604201316,0.0779961720108985,3.5276979906484485,3.677954550948925,3.5352343002159614,0.0810273504791128,0.9189726495208872,0.0154713215306401,0.2324424833059311,0.1284787952899933,179,official_probe
salesforce_borg,salesforce_borg,42,missing_30,official_timemixer,129363,0.0,0.0,0.0301317572593688,0.0993911027908325,3.9899580006022006,5.033564050972927,4.169704624655424,0.2964472807655038,0.7035485135389751,0.0198924783617258,0.2499203532934188,0.1566644012928009,179,official_probe
salesforce_borg,salesforce_borg,42,missing_variables_30,official_timemixer,129363,0.0,0.0,0.2186122834682464,0.2634919881820678,3.585291997296736,5.003629434213508,4.056779974052915,0.2061737086832472,0.7938258707472007,0.1022282913327217,0.4104091227054596,0.4827869832515716,179,official_probe
salesforce_borg,salesforce_borg,42,delayed_12,official_timemixer,129363,0.0,0.0,0.0369891934096813,0.103043757379055,3.646005498012528,4.331569997884799,3.750011797819752,0.4403060400516795,0.5596842868486219,0.0258301720023155,0.234749361872673,0.1577249616384506,179,official_probe
salesforce_borg,salesforce_borg,42,level_shift,official_timemixer,129363,0.0,0.0,0.0294316746294498,0.1018821746110916,3.5890479921363294,3.943601982609834,3.640946551604429,0.4222951489825581,0.5776947573481912,0.0175734497606754,0.2798238098621368,0.1650648415088653,179,official_probe
